gameID,Home_Predicted_Score,Home_Actual_Score,Away_Predicted_Score,Away_Actual_Score,spread,total,Predicted_Winner,Actual_Winner,Predicted_Spread,Actual_Spread,Predicted_Total,Actual_Total
202303040SAS,114.85,110,111.24,122,1.5,230.5,home,away,-3.6099999999999994,12,226.08999999999997,232
202312250MIA,115.82,119,114.68,113,-2.5,229.5,home,home,-1.1399999999999864,-6,230.5,232
202402050ATL,117.3,144,122.79,149,4.5,246.5,away,away,5.490000000000009,5,240.09,293
202212260CLE,113.05,117,106.45,125,-2.0,220.0,home,away,-6.599999999999994,8,219.5,242
202112310SAC,105.69,96,108.03,112,1.0,215.5,away,away,2.3400000000000034,16,213.72,208
202403250HOU,127.79,110,107.66,92,-14.5,225.5,home,home,-20.13000000000001,-18,235.45,202
202401250LAL,118.21,141,116.47,132,-5.5,231.5,home,home,-1.7399999999999949,-9,234.68,273
202402060NYK,116.62,123,103.52,113,-13.5,212.5,home,home,-13.100000000000009,-10,220.14,236
202304020BRK,115.22,111,113.77,110,-7.5,230.5,home,home,-1.4500000000000028,-1,228.99,221
202402140DAL,122.82,116,115.32,93,-11.5,242.5,home,home,-7.5,-23,238.14,209
202204100DEN,121.57,141,117.49,146,-5.5,230.0,home,away,-4.079999999999998,5,239.06,287
202303020GSW,119.95,115,117.17,91,2.5,231.5,home,home,-2.780000000000001,-24,237.12,206
202311280CLE,117.79,128,119.48,105,-4.0,238.5,away,home,1.6899999999999977,-23,237.27,233
202303240TOR,117.65,118,109.38,97,-13.5,223.0,home,home,-8.27000000000001,-21,227.03,215
202312130DET,113.84,111,118.85,129,12.0,233.5,away,away,5.009999999999991,18,232.69,240
202112030HOU,110.06,118,102.79,116,-3.0,218.0,home,home,-7.269999999999996,-2,212.85000000000002,234
202212290IND,116.25,135,115.62,126,6.5,228.5,home,home,-0.6299999999999955,-9,231.87,261
202302070BRK,118.68,112,115.16,116,7.0,224.0,home,away,-3.5200000000000102,4,233.84,228
202212130UTA,119.72,121,114.39,100,2.0,232.5,home,home,-5.329999999999998,-21,234.11,221
202202050POR,106.72,108,109.62,137,11.0,230.0,away,away,2.9000000000000057,29,216.34,245
202203090DAL,115.94,77,105.86,107,-8.5,210.5,home,away,-10.079999999999998,30,221.8,184
202211070UTA,116.3,139,107.96,116,-8.5,261.5,home,home,-8.340000000000003,-23,224.26,255
202203160WAS,119.74,109,114.14,127,6.5,229.5,home,away,-5.599999999999994,18,233.88,236
202302250MEM,112.11,112,109.48,94,-3.0,235.5,home,home,-2.6299999999999955,-18,221.59,206
202112310UTA,115.08,120,107.09,108,-12.5,222.0,home,home,-7.989999999999995,-12,222.17000000000002,228
202212030MIN,120.8,128,116.29,135,-5.0,233.0,home,away,-4.509999999999991,7,237.09,263
202311290ORL,119.15,139,118.49,120,-10.0,235.5,home,home,-0.6600000000000108,-19,237.64,259
202210290MIL,109.26,123,104.96,115,-5.5,228.5,home,home,-4.300000000000011,-8,214.22,238
202203010BOS,116.85,107,112.3,98,-6.0,227.5,home,home,-4.549999999999997,-9,229.14999999999998,205
202301130DET,116.57,110,113.2,116,5.5,234.5,home,away,-3.3699999999999903,6,229.76999999999998,226
202203050MIA,110.18,99,113.77,82,-5.5,213.5,away,home,3.589999999999989,-17,223.95,181
202301130WAS,116.76,108,109.13,112,3.5,219.5,home,away,-7.63000000000001,4,225.89,220
202212300GSW,117.61,118,117.74,112,-1.0,233.0,away,home,0.12999999999999545,-6,235.35,230
202301240DAL,114.73,126,113.83,127,-7.0,224.0,home,away,-0.9000000000000057,1,228.56,253
202304090WAS,116.42,109,115.17,114,4.0,231.0,home,away,-1.25,5,231.59,223
202203010LAL,112.31,104,108.21,109,4.5,218.5,home,away,-4.1000000000000085,5,220.51999999999998,213
202201070TOR,113.98,122,116.12,108,-13.5,217.0,away,home,2.1400000000000006,-14,230.10000000000002,230
202304090BRK,112.37,105,108.38,134,-1.5,218.5,home,away,-3.990000000000009,29,220.75,239
202211210MIL,112.48,119,107.67,111,-10.0,213.5,home,home,-4.810000000000002,-8,220.15,230
202201140MEM,113.71,85,105.08,112,-2.5,218.5,home,away,-8.629999999999995,27,218.79,197
202401200MIN,119.95,97,114.1,102,-3.0,229.5,home,away,-5.8500000000000085,5,234.05,199
202403080POR,109.88,107,108.33,123,9.5,222.5,home,away,-1.5499999999999972,16,218.20999999999998,230
202401250IND,116.53,134,114.1,122,4.5,241.5,home,home,-2.430000000000007,-12,230.63,256
202401190ORL,112.24,109,113.49,124,5.5,223.5,away,away,1.25,15,225.73,233
202203070SAC,113.53,115,112.5,131,-3.5,231.5,home,away,-1.0300000000000011,16,226.03,246
202210290DAL,115.51,111,106.51,117,-10.5,219.5,home,away,-9.0,6,222.02,228
202401150CLE,118.0,109,108.26,91,-4.5,222.5,home,home,-9.739999999999995,-18,226.26,200
202111130IND,107.14,118,105.64,113,-6.5,229.5,home,home,-1.5,-5,212.78,231
202401050CLE,123.79,114,113.63,90,-10.5,237.5,home,home,-10.16000000000001,-24,237.42000000000002,204
202402220PHI,113.08,96,115.56,110,-1.5,228.0,away,away,2.480000000000004,14,228.64,206
202203010WAS,112.39,116,110.2,113,-3.5,215.5,home,home,-2.1899999999999977,-3,222.59,229
202403270TOR,104.41,101,113.88,145,14.0,211.5,away,away,9.469999999999999,44,218.29,246
202402090LAL,121.7,139,117.63,122,2.0,237.5,home,home,-4.070000000000007,-17,239.32999999999998,261
202402250IND,119.91,133,119.88,111,1.5,251.5,home,home,-0.030000000000001137,-22,239.79,244
202212260MIA,109.37,113,104.6,110,-0.5,222.0,home,home,-4.77000000000001,-3,213.97,223
202403250LAC,115.05,116,115.8,133,-6.0,235.5,away,away,0.75,17,230.85,249
202403040UTA,123.95,127,120.66,115,-5.0,240.5,home,home,-3.2900000000000063,-12,244.61,242
202204100POR,109.3,80,116.67,111,19.5,216.5,away,away,7.3700000000000045,31,225.97,191
202111260IND,112.59,114,104.36,97,-5.5,206.5,home,home,-8.230000000000004,-17,216.95,211
202302040CHI,114.33,129,112.61,121,-3.0,235.5,home,home,-1.7199999999999989,-8,226.94,250
202301050ORL,117.35,115,116.83,123,7.0,230.5,home,away,-0.519999999999996,8,234.18,238
202404090OKC,109.47,112,112.53,105,-5.5,227.5,away,home,3.0600000000000023,-7,222.0,217
202204030HOU,119.24,132,111.97,139,13.5,246.0,home,away,-7.269999999999996,7,231.20999999999998,271
202311100WAS,119.63,117,114.59,124,-3.0,240.5,home,away,-5.039999999999992,7,234.22,241
202111240MIL,111.89,114,100.41,93,-14.5,213.5,home,home,-11.480000000000004,-21,212.3,207
202111240CLE,105.51,115,111.42,120,7.5,211.0,away,away,5.909999999999997,5,216.93,235
202403300ORL,108.84,118,105.28,88,-13.0,209.0,home,home,-3.5600000000000023,-30,214.12,206
202111150MIN,110.98,96,111.0,99,2.5,197.5,away,away,0.01999999999999602,3,221.98000000000002,195
202301130IND,116.68,111,115.9,113,3.5,239.5,home,away,-0.7800000000000011,2,232.58,224
202303260CLE,117.87,108,105.49,91,-14.0,228.0,home,home,-12.38000000000001,-17,223.36,199
202202250NYK,110.58,100,114.46,115,5.5,212.0,away,away,3.8799999999999955,15,225.04,215
202212160BOS,117.99,109,107.83,117,-13.0,225.5,home,away,-10.159999999999997,8,225.82,226
202401010TOR,121.78,124,117.4,121,-2.5,227.5,home,home,-4.3799999999999955,-3,239.18,245
202212310CHI,115.09,102,113.5,103,1.5,223.5,home,away,-1.5900000000000034,1,228.59,205
202401210WAS,111.74,104,122.18,113,12.5,238.5,away,away,10.440000000000012,9,233.92000000000002,217
202202080LAL,109.11,116,110.58,131,4.5,233.5,away,away,1.4699999999999989,15,219.69,247
202311220POR,117.74,121,114.55,105,3.5,228.0,home,home,-3.1899999999999977,-16,232.29,226
202402080MEM,105.59,110,111.68,118,5.5,216.5,away,away,6.090000000000003,8,217.27,228
202402270POR,103.56,96,114.89,106,7.0,212.0,away,away,11.329999999999998,10,218.45,202
202111150OKC,105.03,90,108.84,103,15.5,194.5,away,away,3.8100000000000023,13,213.87,193
202404030MIL,117.76,101,113.23,111,-12.5,218.0,home,away,-4.530000000000001,10,230.99,212
202112010LAC,109.64,115,102.21,124,-6.5,215.0,home,away,-7.430000000000007,9,211.85,239
202402220UTA,122.82,107,113.05,115,-9.5,229.0,home,away,-9.769999999999996,8,235.87,222
202203070MIA,118.11,123,109.0,106,-16.5,224.5,home,home,-9.11,-17,227.11,229
202401230LAC,122.2,127,116.15,116,-9.5,236.5,home,home,-6.049999999999997,-11,238.35000000000002,243
202311190BRK,116.33,99,116.6,121,3.5,224.0,away,away,0.269999999999996,22,232.93,220
202310300IND,113.18,105,113.67,112,-3.5,230.0,away,away,0.4899999999999949,7,226.85000000000002,217
202303110HOU,111.71,111,114.79,119,7.5,223.5,away,away,3.0800000000000125,8,226.5,230
202311190UTA,118.82,137,121.86,140,5.0,239.0,away,away,3.0400000000000063,3,240.68,277
202203200ATL,113.18,112,116.05,117,-5.0,234.5,away,away,2.8699999999999903,5,229.23000000000002,229
202302130POR,120.9,127,117.55,115,-2.0,239.0,home,home,-3.3500000000000085,-12,238.45,242
202312020MIA,126.66,129,121.91,144,-4.5,237.0,home,away,-4.75,15,248.57,273
202312210OKC,119.38,134,115.89,115,-6.0,237.5,home,home,-3.489999999999995,-19,235.26999999999998,249
202203010MIN,115.42,129,114.74,114,1.5,232.5,home,home,-0.6800000000000068,-15,230.16,243
202201130BRK,116.09,109,107.22,130,-5.5,216.0,home,away,-8.870000000000005,21,223.31,239
202301140IND,118.28,112,117.29,130,7.5,240.0,home,away,-0.9899999999999949,18,235.57,242
202211040MEM,120.14,130,111.48,99,-11.5,227.0,home,home,-8.659999999999997,-31,231.62,229
202301060NOP,114.8,102,114.89,108,5.0,232.0,away,away,0.09000000000000341,6,229.69,210
202111270CHI,108.52,104,109.27,107,1.0,209.5,away,away,0.75,3,217.79,211
202403030ORL,115.28,113,106.3,91,-10.5,215.5,home,home,-8.980000000000004,-22,221.57999999999998,204
202402030SAS,111.87,101,116.17,117,10.5,230.5,away,away,4.299999999999997,16,228.04000000000002,218
202204100ORL,105.81,125,110.76,111,6.5,218.5,away,home,4.950000000000003,-14,216.57,236
202211260SAS,111.62,138,114.41,143,-1.0,231.0,away,away,2.789999999999992,5,226.03,281
202301100POR,112.78,106,112.2,109,-9.0,228.5,home,away,-0.5799999999999983,3,224.98000000000002,215
202402120MIL,114.75,112,112.89,95,-1.0,230.0,home,home,-1.8599999999999994,-17,227.64,207
202210210ATL,114.57,108,104.85,98,-9.5,226.0,home,home,-9.719999999999999,-10,219.42,206
202202280OKC,109.59,110,113.77,131,5.5,227.5,away,away,4.179999999999993,21,223.36,241
202401190NOP,115.41,109,111.12,123,-2.5,235.5,home,away,-4.289999999999992,14,226.53,232
202212110HOU,111.91,97,112.7,92,10.0,227.0,away,home,0.7900000000000063,-5,224.61,189
202404070BOS,126.92,124,104.65,107,-17.0,216.0,home,home,-22.269999999999996,-17,231.57,231
