Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ATL,202204050TOR,0,0,43,94,.457,14,37,.378,8,12,.667,10,33,43,31,5,4,7,22,108,.544,.532,.394,.128,20.0,62.3,41.7,72.1,5.2,6.1,6.6,100.0,111.8,122.1
TOR,202204050TOR,1,1,44,101,.436,9,35,.257,21,31,.677,20,40,60,20,6,5,8,14,118,.515,.480,.347,.307,37.7,80.0,58.3,45.5,6.2,8.8,6.5,100.0,122.1,111.8
MIL,202204050CHI,1,0,46,87,.529,12,35,.343,23,25,.920,8,39,47,32,8,8,14,19,127,.648,.598,.402,.287,21.6,75.0,52.8,69.6,7.8,12.3,12.5,100.0,124.1,103.5
CHI,202204050CHI,0,1,42,98,.429,9,33,.273,13,13,1.000,13,29,42,22,8,2,15,21,106,.511,.474,.337,.133,25.0,78.4,47.2,52.4,7.8,3.8,12.6,100.0,103.5,124.1
WAS,202204050MIN,1,0,56,101,.554,13,30,.433,7,14,.500,9,43,52,38,4,4,10,25,132,.616,.619,.297,.139,22.0,87.8,57.8,67.9,3.8,8.0,8.5,100.0,125.4,108.3
MIN,202204050MIN,0,1,41,91,.451,14,41,.341,18,25,.720,6,32,38,27,6,3,10,16,114,.559,.527,.451,.275,12.2,78.0,42.2,65.9,5.7,4.2,8.9,100.0,108.3,125.4
POR,202204050OKC,0,0,35,83,.422,11,32,.344,13,16,.813,10,30,40,24,10,6,17,19,94,.522,.488,.386,.193,22.7,69.8,46.0,68.6,10.6,11.5,15.9,100.0,100.0,104.3
OKC,202204050OKC,1,1,39,81,.481,9,29,.310,11,22,.500,13,34,47,15,12,12,17,10,98,.540,.537,.358,.272,30.2,77.3,54.0,38.5,12.8,23.5,15.8,100.0,104.3,100.0
SAS,202204050DEN,1,0,44,89,.494,12,26,.462,16,24,.667,5,43,48,31,6,3,11,14,116,.583,.562,.292,.270,10.9,81.1,48.5,70.5,5.8,4.6,9.9,100.0,112.3,93.9
DEN,202204050DEN,0,1,41,98,.418,7,33,.212,8,12,.667,10,41,51,22,4,2,11,19,97,.470,.454,.337,.122,18.9,89.1,51.5,53.7,3.9,3.2,9.6,100.0,93.9,112.3
MEM,202204050UTA,0,0,39,101,.386,13,31,.419,24,29,.828,10,41,51,26,13,7,13,29,115,.505,.450,.307,.287,17.2,75.9,45.5,66.7,11.3,12.1,10.3,100.0,100.0,105.2
UTA,202204050UTA,1,1,40,96,.417,12,38,.316,29,43,.674,13,48,61,23,8,8,17,21,121,.526,.479,.396,.448,24.1,82.8,54.5,57.5,7.0,11.4,12.9,100.0,105.2,100.0
NOP,202204050SAC,1,0,45,88,.511,12,25,.480,21,26,.808,14,30,44,26,13,2,13,20,123,.618,.580,.284,.295,31.1,90.9,56.4,57.8,13.5,4.3,11.6,100.0,127.3,112.8
SAC,202204050SAC,0,1,39,76,.513,11,30,.367,20,22,.909,3,31,34,28,4,3,15,20,109,.636,.586,.395,.289,9.1,68.9,43.6,71.8,4.1,4.8,14.9,100.0,112.8,127.3
LAL,202204050PHO,0,0,39,86,.453,9,29,.310,23,30,.767,7,39,46,22,7,3,16,14,110,.554,.506,.337,.349,14.3,78.0,46.5,56.4,6.5,4.8,13.9,100.0,102.7,113.0
PHO,202204050PHO,1,1,50,102,.490,14,39,.359,7,9,.778,11,42,53,38,10,4,14,22,121,.571,.559,.382,.088,22.0,85.7,53.5,76.0,9.3,7.0,11.7,100.0,113.0,102.7
DAL,202204060DET,1,0,45,80,.563,15,33,.455,26,34,.765,8,33,41,28,8,1,10,24,131,.690,.656,.413,.425,20.5,75.0,49.4,62.2,8.4,1.9,9.5,100.0,137.6,118.7
DET,202204060DET,0,1,35,82,.427,11,30,.367,32,35,.914,11,31,42,26,7,5,11,21,113,.580,.494,.366,.427,25.0,79.5,50.6,74.3,7.4,10.6,10.1,100.0,118.7,137.6
BRK,202204060NYK,1,0,41,93,.441,14,41,.341,14,18,.778,13,36,49,28,7,6,14,26,110,.545,.516,.441,.194,28.9,78.3,53.8,68.3,7.2,13.3,12.2,100.0,113.0,100.7
NYK,202204060NYK,0,1,32,83,.386,13,38,.342,21,36,.583,10,32,42,22,4,7,11,19,98,.496,.464,.458,.434,21.7,71.1,46.2,68.8,4.1,13.5,10.0,100.0,100.7,113.0
WAS,202204060ATL,0,0,42,86,.488,10,35,.286,9,11,.818,6,38,44,26,4,4,14,17,103,.567,.547,.407,.128,15.8,84.4,53.0,61.9,4.1,7.5,13.4,100.0,106.0,121.4
ATL,202204060ATL,1,1,43,92,.467,16,39,.410,16,19,.842,7,32,39,26,11,1,6,13,118,.588,.554,.424,.207,15.6,84.2,47.0,60.5,11.3,2.0,5.6,100.0,121.4,106.0
BOS,202204060CHI,1,0,43,88,.489,17,37,.459,14,22,.636,8,34,42,29,11,6,13,18,117,.599,.585,.420,.250,19.5,82.9,51.2,67.4,11.1,10.5,11.7,100.0,118.0,94.8
CHI,202204060CHI,0,1,35,80,.438,7,23,.304,17,23,.739,7,33,40,19,7,4,17,22,94,.522,.481,.288,.288,17.1,80.5,48.8,54.3,7.1,7.8,15.9,100.0,94.8,118.0
OKC,202204060UTA,0,0,37,90,.411,16,37,.432,11,17,.647,11,21,32,27,9,1,10,22,101,.518,.500,.411,.189,22.0,56.8,36.8,73.0,9.6,2.1,9.3,100.0,107.5,145.8
UTA,202204060UTA,1,1,49,84,.583,15,36,.417,24,32,.750,16,39,55,29,7,10,13,13,137,.698,.673,.429,.381,43.2,78.0,63.2,59.2,7.4,18.9,11.7,100.0,145.8,107.5
PHO,202204060LAC,0,0,42,108,.389,17,48,.354,8,12,.667,18,36,54,29,11,2,12,26,109,.481,.468,.444,.111,28.1,80.0,49.5,69.0,10.7,4.9,9.6,100.0,106.1,109.9
LAC,202204060LAC,1,1,33,75,.440,12,34,.353,35,44,.795,9,46,55,20,7,9,17,17,113,.599,.520,.453,.587,20.0,71.9,50.5,60.6,6.8,15.0,15.3,100.0,109.9,106.1
ORL,202204070CHO,0,0,38,95,.400,15,48,.313,10,13,.769,8,35,43,27,6,4,16,22,101,.501,.479,.505,.137,14.8,77.8,43.4,71.1,5.7,6.9,13.7,100.0,95.5,121.0
CHO,202204070CHO,1,1,48,92,.522,12,34,.353,20,27,.741,10,46,56,29,9,10,12,17,128,.616,.587,.370,.293,22.2,85.2,56.6,60.4,8.5,21.3,10.4,100.0,121.0,95.5
BOS,202204070MIL,0,0,43,87,.494,21,50,.420,14,19,.737,8,36,44,30,8,4,16,15,121,.634,.615,.575,.218,19.0,72.0,47.8,69.8,7.9,6.8,14.4,100.0,118.8,124.7
MIL,202204070MIL,1,1,49,97,.505,14,38,.368,15,21,.714,14,34,48,27,13,5,11,19,127,.598,.577,.392,.216,28.0,81.0,52.2,55.1,12.8,13.5,9.4,100.0,124.7,118.8
PHI,202204070TOR,0,0,37,75,.493,19,36,.528,21,25,.840,6,31,37,26,7,3,17,18,114,.663,.620,.480,.333,17.1,72.1,47.4,70.3,7.3,5.2,16.5,100.0,119.7,124.9
TOR,202204070TOR,1,1,45,91,.495,15,33,.455,14,18,.778,12,29,41,22,7,4,11,17,119,.601,.577,.363,.198,27.9,82.9,52.6,48.9,7.3,10.3,10.0,100.0,124.9,119.7
SAS,202204070MIN,0,0,43,89,.483,10,28,.357,25,34,.735,8,37,45,31,5,5,12,22,121,.582,.539,.315,.382,19.0,74.0,48.9,72.1,4.8,11.6,10.3,100.0,115.6,121.3
MIN,202204070MIN,1,1,41,96,.427,20,53,.377,25,31,.806,13,34,47,25,8,2,11,29,127,.579,.531,.552,.323,26.0,81.0,51.1,61.0,7.6,3.3,9.1,100.0,121.3,115.6
POR,202204070NOP,0,0,36,69,.522,11,31,.355,11,13,.846,3,24,27,28,10,4,22,27,94,.629,.601,.449,.188,10.3,51.1,35.5,77.8,10.9,7.1,22.7,100.0,102.0,137.8
NOP,202204070NOP,1,1,44,93,.473,13,37,.351,26,31,.839,23,26,49,31,15,1,12,14,127,.595,.543,.398,.333,48.9,89.7,64.5,70.5,16.3,2.6,10.1,100.0,137.8,102.0
MEM,202204070DEN,0,0,42,89,.472,11,28,.393,14,19,.737,10,24,34,30,8,3,13,21,109,.560,.534,.315,.213,22.2,75.0,44.2,71.4,8.1,6.0,11.8,100.0,110.2,123.4
DEN,202204070DEN,1,1,44,80,.550,12,30,.400,22,25,.880,8,35,43,27,7,2,19,22,122,.670,.625,.375,.313,25.0,77.8,55.8,61.4,7.1,3.3,17.3,100.0,123.4,110.2
LAL,202204070GSW,0,0,37,83,.446,9,32,.281,29,38,.763,8,34,42,14,8,4,19,13,112,.562,.500,.386,.458,18.2,79.1,48.3,37.8,7.5,6.2,16.0,100.0,104.7,119.7
GSW,202204070GSW,1,1,51,97,.526,16,32,.500,10,10,1.000,9,36,45,39,10,5,15,26,128,.631,.608,.330,.103,20.9,81.8,51.7,76.5,9.3,9.8,12.9,100.0,119.7,104.7
MIL,202204080DET,1,0,50,101,.495,11,37,.297,20,23,.870,10,41,51,29,7,1,8,20,131,.589,.550,.366,.228,22.7,82.0,54.3,58.0,6.7,2.4,6.7,100.0,125.7,96.9
DET,202204080DET,0,1,35,90,.389,10,48,.208,21,23,.913,9,34,43,27,6,5,14,22,101,.504,.444,.533,.256,18.0,77.3,45.7,77.1,5.8,7.8,12.3,100.0,96.9,125.7
NYK,202204080WAS,1,0,41,88,.466,16,39,.410,16,20,.800,10,32,42,27,13,3,10,19,114,.589,.557,.443,.227,22.2,94.1,53.2,65.9,13.6,7.3,9.4,100.0,119.7,96.6
WAS,202204080WAS,0,1,35,69,.507,9,28,.321,13,17,.765,2,35,37,21,5,5,22,19,92,.601,.572,.406,.246,5.9,77.8,46.8,60.0,5.2,10.2,22.3,100.0,96.6,119.7
CLE,202204080BRK,0,0,40,82,.488,8,27,.296,19,24,.792,10,21,31,19,4,4,9,20,107,.578,.537,.329,.293,23.8,61.8,40.8,47.5,4.4,6.7,8.9,100.0,118.1,130.2
BRK,202204080BRK,1,1,43,92,.467,12,32,.375,20,21,.952,13,32,45,30,5,8,11,20,118,.583,.533,.348,.228,38.2,76.2,59.2,69.8,5.5,14.5,9.8,100.0,130.2,118.1
HOU,202204080TOR,0,0,43,81,.531,10,29,.345,19,24,.792,7,34,41,24,6,3,19,19,115,.628,.593,.358,.296,20.0,72.3,50.0,55.8,6.0,4.5,17.2,100.0,114.3,116.3
TOR,202204080TOR,1,1,44,96,.458,7,29,.241,22,23,.957,13,28,41,20,13,4,10,18,117,.551,.495,.302,.240,27.7,80.0,50.0,45.5,12.9,7.7,8.6,100.0,116.3,114.3
CHO,202204080CHI,1,0,52,86,.605,19,40,.475,10,10,1.000,8,30,38,34,7,4,11,21,133,.736,.715,.465,.116,24.2,83.3,55.1,65.4,7.5,6.9,10.8,100.0,141.9,124.9
CHI,202204080CHI,0,1,44,82,.537,13,24,.542,16,20,.800,6,25,31,25,7,1,12,12,117,.644,.616,.293,.244,16.7,75.8,44.9,56.8,7.5,2.2,11.7,100.0,124.9,141.9
ATL,202204080MIA,0,0,42,88,.477,8,34,.235,17,19,.895,13,30,43,17,9,0,15,23,109,.566,.523,.386,.216,31.0,88.2,56.6,40.5,9.4,0.0,13.5,100.0,113.8,118.0
MIA,202204080MIA,1,1,40,72,.556,11,26,.423,22,28,.786,4,29,33,20,9,1,17,17,113,.670,.632,.361,.389,11.8,69.0,43.4,50.0,9.4,1.9,16.8,100.0,118.0,113.8
POR,202204080DAL,0,0,31,83,.373,7,32,.219,9,12,.750,5,24,29,20,9,2,17,23,78,.442,.416,.386,.145,10.6,72.7,36.3,64.5,9.3,5.9,16.1,100.0,80.2,131.6
DAL,202204080DAL,1,1,42,79,.532,20,45,.444,24,31,.774,9,42,51,25,9,5,15,19,128,.691,.658,.570,.392,27.3,89.4,63.8,59.5,9.3,9.8,13.9,100.0,131.6,80.2
PHO,202204080UTA,1,0,46,92,.500,6,19,.316,13,15,.867,11,35,46,27,7,3,13,25,111,.563,.533,.207,.163,27.5,70.0,51.1,58.7,7.3,6.0,11.6,100.0,115.2,109.0
UTA,202204080UTA,0,1,35,88,.398,11,38,.289,24,33,.727,15,29,44,20,8,4,11,18,105,.512,.460,.432,.375,30.0,72.5,48.9,57.1,8.3,5.5,9.7,100.0,109.0,115.2
OKC,202204080LAL,0,0,40,88,.455,6,29,.207,15,19,.789,9,35,44,21,5,3,14,26,101,.524,.489,.330,.216,19.1,83.3,49.4,52.5,5.0,5.9,12.7,100.0,101.0,120.0
LAL,202204080LAL,1,1,41,82,.500,9,31,.290,29,39,.744,7,38,45,23,8,4,10,17,120,.605,.555,.378,.476,16.7,80.9,50.6,56.1,8.0,6.8,9.2,100.0,120.0,101.0
IND,202204090PHI,0,0,41,78,.526,10,23,.435,28,36,.778,7,24,31,28,8,6,17,22,120,.639,.590,.295,.462,20.0,63.2,42.5,68.3,7.9,10.7,15.3,100.0,119.1,132.0
PHI,202204090PHI,1,1,50,90,.556,12,34,.353,21,27,.778,14,28,42,37,14,3,15,24,133,.653,.622,.378,.300,36.8,80.0,57.5,74.0,13.9,5.5,12.8,100.0,132.0,119.1
NOP,202204090MEM,0,0,41,91,.451,6,30,.200,26,35,.743,9,20,29,23,10,3,16,22,114,.536,.484,.330,.385,20.5,60.6,37.7,56.1,9.4,5.5,13.1,100.0,107.2,132.6
MEM,202204090MEM,1,1,53,90,.589,18,35,.514,17,23,.739,13,35,48,41,6,9,19,24,141,.704,.689,.389,.256,39.4,79.5,62.3,77.4,5.6,14.8,16.0,100.0,132.6,107.2
GSW,202204090SAS,1,0,33,81,.407,8,32,.250,26,33,.788,13,38,51,23,8,1,12,22,100,.523,.457,.395,.407,26.0,90.5,55.4,69.7,8.4,2.0,11.2,100.0,104.8,98.6
SAS,202204090SAS,0,1,32,80,.400,10,31,.323,20,27,.741,4,37,41,19,5,3,12,24,94,.512,.463,.388,.338,9.5,74.0,44.6,59.4,5.2,6.1,11.6,100.0,98.6,104.8
SAC,202204090LAC,0,0,38,86,.442,7,28,.250,15,24,.625,7,35,42,24,12,2,13,16,98,.507,.483,.326,.279,15.6,77.8,46.7,63.2,12.1,4.7,11.9,100.0,98.4,117.5
LAC,202204090LAC,1,1,42,86,.488,21,43,.488,12,15,.800,10,38,48,29,7,3,17,22,117,.632,.610,.500,.174,22.2,84.4,53.3,69.0,7.0,5.2,15.5,100.0,117.5,98.4
IND,202204100BRK,0,0,47,104,.452,19,46,.413,13,19,.684,11,19,30,32,16,1,7,23,126,.561,.543,.442,.183,20.8,70.4,37.5,68.1,15.3,1.7,5.9,100.0,120.7,128.4
BRK,202204100BRK,1,1,52,81,.642,8,22,.364,22,25,.880,8,42,50,30,5,6,21,16,134,.728,.691,.272,.309,29.6,79.2,62.5,57.7,4.8,10.3,18.6,100.0,128.4,120.7
WAS,202204100CHO,0,0,42,94,.447,8,23,.348,16,26,.615,17,26,43,25,12,3,11,16,108,.512,.489,.245,.277,31.5,70.3,47.3,59.5,12.0,5.4,9.4,100.0,108.3,124.3
CHO,202204100CHO,1,1,48,89,.539,18,33,.545,10,14,.714,11,37,48,34,6,9,20,20,124,.652,.640,.371,.157,29.7,68.5,52.7,70.8,6.0,12.7,17.4,100.0,124.3,108.3
MIL,202204100CLE,0,0,39,88,.443,12,30,.400,25,32,.781,8,33,41,27,7,2,12,14,115,.563,.511,.341,.364,17.4,76.7,46.1,69.2,6.8,3.6,10.5,100.0,111.8,129.3
CLE,202204100CLE,1,1,51,94,.543,19,38,.500,12,17,.706,10,38,48,39,5,5,12,26,133,.655,.644,.404,.181,23.3,82.6,53.9,76.5,4.9,8.6,10.6,100.0,129.3,111.8
ATL,202204100HOU,1,0,45,87,.517,21,38,.553,19,24,.792,13,37,50,29,4,4,13,19,130,.666,.638,.437,.276,31.7,86.0,59.5,64.4,4.1,9.3,11.8,100.0,134.6,118.0
HOU,202204100HOU,0,1,41,89,.461,17,46,.370,15,20,.750,6,28,34,24,4,4,8,19,114,.583,.556,.517,.225,14.0,68.3,40.5,58.5,4.1,8.2,7.6,100.0,118.0,134.6
BOS,202204100MEM,1,0,54,99,.545,18,48,.375,13,13,1.000,14,42,56,34,5,2,15,20,139,.664,.636,.485,.131,35.0,68.9,55.4,63.0,4.9,3.6,12.5,100.0,136.2,107.8
MEM,202204100MEM,0,1,39,102,.382,15,47,.319,17,27,.630,19,26,45,27,11,6,10,16,110,.483,.456,.461,.265,31.1,65.0,44.6,69.2,10.8,11.8,8.1,100.0,107.8,136.2
TOR,202204100NYK,0,0,36,92,.391,12,42,.286,10,11,.909,9,34,43,27,10,2,14,17,94,.485,.457,.457,.120,19.1,77.3,47.3,75.0,10.2,4.5,12.6,100.0,95.8,107.0
NYK,202204100NYK,1,1,40,87,.460,15,43,.349,10,12,.833,10,38,48,32,6,5,17,17,105,.569,.546,.494,.138,22.7,80.9,52.7,80.0,6.1,10.0,15.6,100.0,107.0,95.8
MIA,202204100ORL,0,0,40,94,.426,19,50,.380,12,16,.750,10,37,47,20,5,4,10,13,111,.549,.527,.532,.170,19.2,86.0,49.5,50.0,5.0,12.1,9.0,100.0,111.5,125.6
ORL,202204100ORL,1,1,45,91,.495,23,58,.397,12,14,.857,6,42,48,33,4,3,10,16,125,.643,.621,.637,.154,14.0,80.8,50.5,73.3,4.0,6.8,9.3,100.0,125.6,111.5
DET,202204100PHI,0,0,38,83,.458,11,34,.324,19,29,.655,15,27,42,26,4,4,20,16,106,.553,.524,.410,.349,31.9,73.0,50.0,68.4,4.1,6.3,17.3,100.0,108.6,120.8
PHI,202204100PHI,1,1,46,88,.523,5,25,.200,21,23,.913,10,32,42,25,13,6,11,23,118,.601,.551,.284,.261,27.0,68.1,50.0,54.3,13.3,12.2,10.1,100.0,120.8,108.6
CHI,202204100MIN,1,0,44,83,.530,10,21,.476,26,33,.788,16,32,48,22,9,3,23,22,124,.636,.590,.253,.398,41.0,78.0,60.0,50.0,8.8,5.0,19.1,100.0,121.4,117.5
MIN,202204100MIN,0,1,46,91,.505,11,31,.355,17,22,.773,9,23,32,30,7,9,13,23,120,.596,.566,.341,.242,22.0,59.0,40.0,65.2,6.9,14.5,11.4,100.0,117.5,121.4
SAS,202204100DAL,0,0,43,89,.483,11,31,.355,23,23,1.000,7,28,35,26,15,3,8,17,120,.605,.545,.348,.258,17.5,73.7,44.9,60.5,15.2,6.1,7.5,100.0,121.9,132.1
DAL,202204100DAL,1,1,46,85,.541,20,36,.556,18,23,.783,10,33,43,34,5,3,16,16,130,.683,.659,.424,.271,26.3,82.5,55.1,73.9,5.1,5.2,14.4,100.0,132.1,121.9
LAL,202204100DEN,1,0,44,94,.468,16,43,.372,42,47,.894,13,37,50,26,4,6,13,24,146,.637,.553,.457,.500,27.7,77.1,52.6,59.1,3.5,11.3,10.2,100.0,128.7,124.3
DEN,202204100DEN,0,1,49,100,.490,15,47,.319,28,36,.778,11,34,45,33,10,7,14,34,141,.609,.565,.470,.360,22.9,72.3,47.4,67.3,8.8,13.7,10.8,100.0,124.3,128.7
OKC,202204100LAC,0,0,37,98,.378,9,34,.265,5,9,.556,12,28,40,17,6,2,10,16,88,.432,.423,.347,.092,21.1,70.0,41.2,45.9,6.1,3.2,8.9,100.0,90.0,141.1
LAC,202204100LAC,1,1,54,97,.557,18,35,.514,12,14,.857,12,45,57,34,4,8,9,11,138,.669,.649,.361,.144,30.0,78.9,58.8,63.0,4.1,12.5,8.0,100.0,141.1,90.0
GSW,202204100NOP,1,0,49,81,.605,19,33,.576,11,13,.846,7,34,41,33,5,2,17,15,128,.738,.722,.407,.160,22.6,65.4,49.4,67.3,5.3,3.4,16.4,100.0,134.6,112.5
NOP,202204100NOP,0,1,42,99,.424,14,40,.350,9,12,.750,18,24,42,24,10,0,12,17,107,.513,.495,.404,.121,34.6,77.4,50.6,57.1,10.5,0.0,10.3,100.0,112.5,134.6
SAC,202204100PHO,1,0,40,76,.526,14,26,.538,22,30,.733,2,38,40,26,9,7,15,18,116,.650,.618,.342,.395,5.9,67.9,44.4,65.0,9.0,12.5,14.4,100.0,116.1,109.1
PHO,202204100PHO,0,1,42,103,.408,14,47,.298,11,15,.733,18,32,50,27,9,7,11,25,109,.497,.476,.456,.146,32.1,94.1,55.6,64.3,9.0,14.0,9.1,100.0,109.1,116.1
UTA,202204100POR,1,0,37,82,.451,9,36,.250,28,38,.737,15,45,60,23,8,6,17,16,111,.562,.506,.439,.463,35.7,90.0,65.2,62.2,8.2,12.2,14.7,100.0,113.7,82.0
POR,202204100POR,0,1,31,83,.373,9,34,.265,9,12,.750,5,27,32,21,11,8,16,27,80,.453,.428,.410,.145,10.0,64.3,34.8,67.7,11.3,17.4,15.3,100.0,82.0,113.7
CLE,202204120BRK,0,0,41,92,.446,9,26,.346,17,20,.850,10,30,40,26,9,2,15,21,108,.536,.495,.283,.217,23.3,75.0,48.2,63.4,9.0,3.6,13.0,100.0,108.3,115.3
BRK,202204120BRK,1,1,45,84,.536,9,28,.321,16,24,.667,10,33,43,33,9,9,14,20,115,.608,.589,.333,.286,25.0,76.7,51.8,73.3,9.0,13.6,12.9,100.0,115.3,108.3
LAC,202204120MIN,0,0,34,78,.436,16,35,.457,20,27,.741,7,32,39,19,5,5,17,28,104,.579,.538,.449,.346,15.9,72.7,44.3,55.9,5.2,10.4,15.9,100.0,107.6,112.7
MIN,202204120MIN,1,1,36,83,.434,14,35,.400,23,37,.622,12,37,49,19,10,2,11,26,109,.549,.518,.422,.446,27.3,84.1,55.7,52.8,10.3,4.7,10.0,100.0,112.7,107.6
CHO,202204130ATL,0,0,34,90,.378,13,41,.317,22,29,.759,11,30,41,22,4,4,14,24,103,.501,.450,.456,.322,20.8,71.4,43.2,64.7,3.9,6.5,12.0,100.0,101.3,129.8
ATL,202204130ATL,1,1,49,94,.521,16,32,.500,18,25,.720,12,42,54,31,5,6,10,25,132,.629,.606,.340,.266,28.6,79.2,56.8,63.3,4.9,12.2,8.7,100.0,129.8,101.3
SAS,202204130NOP,0,0,37,91,.407,13,34,.382,16,22,.727,8,26,34,19,4,3,6,20,103,.512,.478,.374,.242,15.1,76.5,39.1,51.4,4.2,4.9,5.6,100.0,107.9,118.3
NOP,202204130NOP,1,1,44,81,.543,8,20,.400,17,23,.739,8,45,53,25,4,7,13,22,113,.620,.593,.247,.284,23.5,84.9,60.9,56.8,4.2,12.3,12.5,100.0,118.3,107.9
ATL,202204150CLE,1,0,39,80,.488,9,31,.290,20,22,.909,10,32,42,15,5,3,13,19,107,.597,.544,.388,.275,26.3,80.0,53.8,38.5,5.6,6.7,12.7,100.0,119.1,112.4
CLE,202204150CLE,0,1,37,81,.457,13,36,.361,14,17,.824,8,28,36,23,8,4,11,20,101,.571,.537,.444,.210,20.0,73.7,46.2,62.2,8.9,8.2,11.1,100.0,112.4,119.1
NOP,202204150LAC,1,0,43,88,.489,6,22,.273,13,25,.520,17,37,54,20,2,3,8,26,105,.530,.523,.250,.284,34.0,75.5,54.5,46.5,2.2,6.1,7.5,100.0,115.3,110.9
LAC,202204150LAC,0,1,35,85,.412,9,36,.250,22,34,.647,12,33,45,20,7,3,7,21,101,.505,.465,.424,.400,24.5,66.0,45.5,57.1,7.7,4.5,6.5,100.0,110.9,115.3
UTA,202204160DAL,1,0,36,83,.434,7,22,.318,20,23,.870,13,40,53,15,3,5,15,25,99,.532,.476,.265,.277,32.5,85.1,60.9,41.7,3.3,11.4,13.9,100.0,110.0,103.4
DAL,202204160DAL,0,1,29,76,.382,9,32,.281,26,34,.765,7,27,34,17,8,4,7,22,93,.511,.441,.421,.447,14.9,67.5,39.1,58.6,8.9,6.6,7.1,100.0,103.4,110.0
MIN,202204160MEM,1,0,45,90,.500,16,41,.390,24,27,.889,11,35,46,32,5,7,19,32,130,.638,.589,.456,.300,28.9,81.4,56.8,71.1,4.7,11.9,15.7,100.0,122.8,110.5
MEM,202204160MEM,0,1,39,86,.453,7,27,.259,32,43,.744,8,27,35,25,7,8,12,24,117,.558,.494,.314,.500,18.6,71.1,43.2,64.1,6.6,16.3,10.3,100.0,110.5,122.8
TOR,202204160PHI,0,0,40,82,.488,12,30,.400,19,23,.826,7,28,35,27,1,8,8,26,111,.602,.561,.366,.280,19.4,73.7,47.3,67.5,1.1,15.4,8.0,100.0,123.0,145.1
PHI,202204160PHI,1,1,43,84,.512,16,32,.500,29,34,.853,10,29,39,29,6,4,4,18,131,.662,.607,.381,.405,26.3,80.6,52.7,67.4,6.6,7.7,3.9,100.0,145.1,123.0
DEN,202204160GSW,0,0,43,93,.462,11,35,.314,10,13,.769,9,26,35,26,8,3,11,22,107,.542,.522,.376,.140,22.5,72.2,46.1,60.5,8.3,6.4,10.0,100.0,111.4,128.0
GSW,202204160GSW,1,1,43,82,.524,16,35,.457,21,29,.724,10,31,41,33,5,8,13,22,123,.649,.622,.427,.354,27.8,77.5,53.9,76.7,5.2,13.8,12.1,100.0,128.0,111.4
ATL,202204170MIA,0,0,29,75,.387,10,36,.278,23,27,.852,8,30,38,16,8,2,18,19,91,.524,.453,.480,.360,18.2,88.2,48.7,55.2,8.2,4.5,17.2,100.0,93.7,118.5
MIA,202204170MIA,1,1,43,82,.524,18,38,.474,11,18,.611,4,36,40,35,12,3,15,22,115,.639,.634,.463,.220,11.8,81.8,51.3,81.4,12.4,7.7,14.3,100.0,118.5,93.7
BRK,202204170BOS,0,0,42,78,.538,11,24,.458,19,24,.792,5,24,29,20,12,6,16,26,114,.644,.609,.308,.308,14.7,63.2,40.3,47.6,12.4,10.7,15.3,100.0,118.1,119.2
BOS,202204170BOS,1,1,42,89,.472,12,33,.364,19,24,.792,14,29,43,24,12,5,15,24,115,.578,.539,.371,.270,36.8,85.3,59.7,57.1,12.4,9.3,13.1,100.0,119.2,118.1
CHI,202204170MIL,0,0,31,96,.323,7,37,.189,17,19,.895,16,37,53,17,10,3,11,22,86,.412,.359,.385,.198,25.4,77.1,47.7,54.8,10.1,6.5,9.5,100.0,86.5,93.5
MIL,202204170MIL,1,1,34,84,.405,10,38,.263,15,23,.652,11,47,58,19,4,6,21,21,93,.494,.464,.452,.274,22.9,74.6,52.3,55.9,4.0,10.2,18.2,100.0,93.5,86.5
NOP,202204170PHO,0,0,36,95,.379,9,23,.391,18,26,.692,25,30,55,20,4,2,14,18,99,.465,.426,.242,.274,45.5,85.7,61.1,55.6,4.4,4.0,11.6,100.0,109.0,121.1
PHO,202204170PHO,1,1,42,78,.538,10,28,.357,16,21,.762,5,30,35,25,6,9,10,23,110,.630,.603,.359,.269,14.3,54.5,38.9,59.5,6.6,12.5,10.3,100.0,121.1,109.0
TOR,202204180PHI,0,0,38,89,.427,11,32,.344,10,12,.833,13,22,35,16,7,4,11,24,97,.514,.489,.360,.135,27.7,75.9,46.1,42.1,7.9,10.3,10.4,100.0,108.9,125.7
PHI,202204180PHI,1,1,36,69,.522,14,30,.467,26,30,.867,7,34,41,20,5,12,16,18,112,.681,.623,.435,.435,24.1,72.3,53.9,55.6,5.6,21.1,16.3,100.0,125.7,108.9
UTA,202204180DAL,0,0,38,82,.463,11,29,.379,17,20,.850,11,39,50,19,2,4,10,19,104,.573,.530,.354,.244,27.5,95.1,61.7,50.0,2.3,11.1,9.9,100.0,118.2,125.0
DAL,202204180DAL,1,1,39,83,.470,22,47,.468,10,13,.769,2,29,31,22,5,2,3,19,110,.620,.602,.566,.157,4.9,72.5,38.3,56.4,5.7,3.8,3.3,100.0,125.0,118.2
